filename,fold,target,category,esc10,src_file,take
1-39835-B-9.wav,1,9,crow,False,39835,B
1-40154-A-46.wav,1,46,church_bells,False,40154,A
1-43807-A-47.wav,1,47,airplane,False,43807,A
1-43807-B-47.wav,1,47,airplane,False,43807,B
1-43807-C-47.wav,1,47,airplane,False,43807,C
1-43807-D-47.wav,1,47,airplane,False,43807,D
1-46040-A-14.wav,1,14,chirping_birds,False,46040,A
1-46353-A-49.wav,1,49,hand_saw,False,46353,A
1-47250-A-41.wav,1,41,chainsaw,True,47250,A
1-47250-B-41.wav,1,41,chainsaw,True,47250,B
1-47709-A-16.wav,1,16,wind,False,47709,A
1-47714-A-16.wav,1,16,wind,False,47714,A
1-47819-A-5.wav,1,5,cat,False,47819,A
1-47819-B-5.wav,1,5,cat,False,47819,B
1-47819-C-5.wav,1,5,cat,False,47819,C
1-48298-A-46.wav,1,46,church_bells,False,48298,A
1-50060-A-10.wav,1,10,rain,True,50060,A
1-50623-A-15.wav,1,15,water_drops,False,50623,A
1-50625-A-17.wav,1,17,pouring_water,False,50625,A
1-50688-A-17.wav,1,17,pouring_water,False,50688,A
1-51035-A-16.wav,1,16,wind,False,51035,A
1-51036-A-16.wav,1,16,wind,False,51036,A
1-51037-A-16.wav,1,16,wind,False,51037,A
1-51147-A-25.wav,1,25,footsteps,False,51147,A
1-51433-A-17.wav,1,17,pouring_water,False,51433,A
1-51436-A-17.wav,1,17,pouring_water,False,51436,A
1-53467-A-47.wav,1,47,airplane,False,53467,A
1-54747-A-46.wav,1,46,church_bells,False,54747,A
1-54918-A-14.wav,1,14,chirping_birds,False,54918,A
1-54918-B-14.wav,1,14,chirping_birds,False,54918,B
1-54958-A-10.wav,1,10,rain,True,54958,A
1-56233-A-9.wav,1,9,crow,False,56233,A
1-56234-A-9.wav,1,9,crow,False,56234,A
1-56311-A-10.wav,1,10,rain,True,56311,A
1-56380-A-5.wav,1,5,cat,False,56380,A
1-56380-B-5.wav,1,5,cat,False,56380,B
1-56907-A-46.wav,1,46,church_bells,False,56907,A
1-59513-A-0.wav,1,0,dog,True,59513,A
1-61221-A-17.wav,1,17,pouring_water,False,61221,A
1-63871-A-10.wav,1,10,rain,True,63871,A
1-64398-A-41.wav,1,41,chainsaw,True,64398,A
1-64398-B-41.wav,1,41,chainsaw,True,64398,B
1-67152-A-17.wav,1,17,pouring_water,False,67152,A
1-69760-A-16.wav,1,16,wind,False,69760,A
1-72695-A-26.wav,1,26,laughing,False,72695,A
1-73123-A-26.wav,1,26,laughing,False,73123,A
1-75162-A-9.wav,1,9,crow,False,75162,A
1-79113-A-5.wav,1,5,cat,False,79113,A
1-79220-A-17.wav,1,17,pouring_water,False,79220,A
1-7974-A-49.wav,1,49,hand_saw,False,7974,A
1-7974-B-49.wav,1,49,hand_saw,False,7974,B
1-85362-A-0.wav,1,0,dog,True,85362,A
1-90797-A-15.wav,1,15,water_drops,False,90797,A
1-94036-A-22.wav,1,22,clapping,False,94036,A
1-96950-A-9.wav,1,9,crow,False,96950,A
1-96950-B-9.wav,1,9,crow,False,96950,B
1-97392-A-0.wav,1,0,dog,True,97392,A
1-9886-A-49.wav,1,49,hand_saw,False,9886,A
1-9887-A-49.wav,1,49,hand_saw,False,9887,A
1-9887-B-49.wav,1,49,hand_saw,False,9887,B
2-101676-A-10.wav,2,10,rain,True,101676,A
2-102414-A-17.wav,2,17,pouring_water,False,102414,A
2-102414-B-17.wav,2,17,pouring_water,False,102414,B
2-102414-C-17.wav,2,17,pouring_water,False,102414,C
2-102414-D-17.wav,2,17,pouring_water,False,102414,D
2-102414-E-17.wav,2,17,pouring_water,False,102414,E
2-102414-F-17.wav,2,17,pouring_water,False,102414,F
2-102414-G-17.wav,2,17,pouring_water,False,102414,G
2-104105-A-19.wav,2,19,thunderstorm,False,104105,A
2-104105-B-19.wav,2,19,thunderstorm,False,104105,B
2-104952-A-16.wav,2,16,wind,False,104952,A
2-104952-B-16.wav,2,16,wind,False,104952,B
2-105270-A-47.wav,2,47,airplane,False,105270,A
2-106849-A-47.wav,2,47,airplane,False,106849,A
2-108760-A-14.wav,2,14,chirping_birds,False,108760,A
2-108760-B-14.wav,2,14,chirping_birds,False,108760,B
2-108761-A-14.wav,2,14,chirping_birds,False,108761,A
2-108763-A-9.wav,2,9,crow,False,108763,A
2-108766-A-9.wav,2,9,crow,False,108766,A
2-108767-A-9.wav,2,9,crow,False,108767,A
2-108767-B-9.wav,2,9,crow,False,108767,B
2-108767-C-9.wav,2,9,crow,False,108767,C
2-109231-A-9.wav,2,9,crow,False,109231,A
2-109231-B-9.wav,2,9,crow,False,109231,B
2-109231-C-9.wav,2,9,crow,False,109231,C
2-109371-A-16.wav,2,16,wind,False,109371,A
2-109371-B-16.wav,2,16,wind,False,109371,B
2-109371-C-16.wav,2,16,wind,False,109371,C
2-109371-D-16.wav,2,16,wind,False,109371,D
2-109374-A-16.wav,2,16,wind,False,109374,A
2-109759-A-26.wav,2,26,laughing,False,109759,A
2-109759-B-26.wav,2,26,laughing,False,109759,B
2-110010-A-5.wav,2,5,cat,False,110010,A
2-110011-A-5.wav,2,5,cat,False,110011,A
2-114280-A-0.wav,2,0,dog,True,114280,A
2-114587-A-0.wav,2,0,dog,True,114587,A
2-116400-A-0.wav,2,0,dog,True,116400,A
2-117271-A-0.wav,2,0,dog,True,117271,A
2-117625-A-10.wav,2,10,rain,True,117625,A
2-118072-A-0.wav,2,0,dog,True,118072,A
2-118964-A-0.wav,2,0,dog,True,118964,A
2-122104-A-0.wav,2,0,dog,True,122104,A
2-122104-B-0.wav,2,0,dog,True,122104,B
2-122616-A-14.wav,2,14,chirping_birds,False,122616,A
2-124564-A-15.wav,2,15,water_drops,False,124564,A
2-126433-A-17.wav,2,17,pouring_water,False,126433,A
2-135860-A-49.wav,2,49,hand_saw,False,135860,A
2-139748-A-15.wav,2,15,water_drops,False,139748,A
2-139748-B-15.wav,2,15,water_drops,False,139748,B
2-139749-A-15.wav,2,15,water_drops,False,139749,A
2-160888-A-47.wav,2,47,airplane,False,160888,A
2-184077-A-49.wav,2,49,hand_saw,False,184077,A
2-188822-A-40.wav,2,40,helicopter,True,188822,A
2-188822-B-40.wav,2,40,helicopter,True,188822,B
2-188822-C-40.wav,2,40,helicopter,True,188822,C
2-188822-D-40.wav,2,40,helicopter,True,188822,D
2-205966-A-16.wav,2,16,wind,False,205966,A
2-209471-A-25.wav,2,25,footsteps,False,209471,A
2-209472-A-25.wav,2,25,footsteps,False,209472,A
2-209473-A-25.wav,2,25,footsteps,False,209473,A
2-209474-A-25.wav,2,25,footsteps,False,209474,A
2-209475-A-25.wav,2,25,footsteps,False,209475,A
2-209476-A-25.wav,2,25,footsteps,False,209476,A
2-209477-A-25.wav,2,25,footsteps,False,209477,A
2-209478-A-25.wav,2,25,footsteps,False,209478,A
2-37806-A-40.wav,2,40,helicopter,True,37806,A
2-37806-B-40.wav,2,40,helicopter,True,37806,B
2-37806-C-40.wav,2,40,helicopter,True,37806,C
2-37806-D-40.wav,2,40,helicopter,True,37806,D
2-39441-A-19.wav,2,19,thunderstorm,False,39441,A
2-39443-A-19.wav,2,19,thunderstorm,False,39443,A
2-39443-B-19.wav,2,19,thunderstorm,False,39443,B
2-39945-A-19.wav,2,19,thunderstorm,False,39945,A
2-39945-B-19.wav,2,19,thunderstorm,False,39945,B
2-39945-C-19.wav,2,19,thunderstorm,False,39945,C
2-50667-A-41.wav,2,41,chainsaw,True,50667,A
2-50667-B-41.wav,2,41,chainsaw,True,50667,B
2-50668-A-41.wav,2,41,chainsaw,True,50668,A
2-50668-B-41.wav,2,41,chainsaw,True,50668,B
2-51630-A-49.wav,2,49,hand_saw,False,51630,A
2-51630-B-49.wav,2,49,hand_saw,False,51630,B
2-56926-A-46.wav,2,46,church_bells,False,56926,A
2-57191-A-46.wav,2,46,church_bells,False,57191,A
2-59321-A-49.wav,2,49,hand_saw,False,59321,A
2-59565-A-46.wav,2,46,church_bells,False,59565,A
2-59566-A-46.wav,2,46,church_bells,False,59566,A
2-60180-A-49.wav,2,49,hand_saw,False,60180,A
2-60180-B-49.wav,2,49,hand_saw,False,60180,B
2-60791-A-26.wav,2,26,laughing,False,60791,A
2-60794-A-26.wav,2,26,laughing,False,60794,A
2-60795-A-26.wav,2,26,laughing,False,60795,A
2-61618-A-46.wav,2,46,church_bells,False,61618,A
2-62226-A-26.wav,2,26,laughing,False,62226,A
2-64962-A-15.wav,2,15,water_drops,False,64962,A
2-64963-A-15.wav,2,15,water_drops,False,64963,A
2-68391-A-41.wav,2,41,chainsaw,True,68391,A
2-68391-B-41.wav,2,41,chainsaw,True,68391,B
2-68595-A-15.wav,2,15,water_drops,False,68595,A
2-68595-B-15.wav,2,15,water_drops,False,68595,B
2-69131-A-5.wav,2,5,cat,False,69131,A
2-69131-B-5.wav,2,5,cat,False,69131,B
2-72547-A-14.wav,2,14,chirping_birds,False,72547,A
2-72547-B-14.wav,2,14,chirping_birds,False,72547,B
2-72547-C-14.wav,2,14,chirping_birds,False,72547,C
2-72547-D-14.wav,2,14,chirping_birds,False,72547,D
2-72970-A-10.wav,2,10,rain,True,72970,A
2-73027-A-10.wav,2,10,rain,True,73027,A
2-73260-A-10.wav,2,10,rain,True,73260,A
2-74361-A-47.wav,2,47,airplane,False,74361,A
2-77346-A-46.wav,2,46,church_bells,False,77346,A
2-77347-A-46.wav,2,46,church_bells,False,77347,A
2-77945-A-41.wav,2,41,chainsaw,True,77945,A
2-77945-B-41.wav,2,41,chainsaw,True,77945,B
2-78381-A-46.wav,2,46,church_bells,False,78381,A
2-78781-A-47.wav,2,47,airplane,False,78781,A
2-78799-A-47.wav,2,47,airplane,False,78799,A
2-79769-A-26.wav,2,26,laughing,False,79769,A
2-79775-A-26.wav,2,26,laughing,False,79775,A
2-81731-A-10.wav,2,10,rain,True,81731,A
2-82274-A-5.wav,2,5,cat,False,82274,A
2-82274-B-5.wav,2,5,cat,False,82274,B
2-82367-A-10.wav,2,10,rain,True,82367,A
2-83934-A-5.wav,2,5,cat,False,83934,A
2-83934-B-5.wav,2,5,cat,False,83934,B
2-84693-A-49.wav,2,49,hand_saw,False,84693,A
2-87781-A-10.wav,2,10,rain,True,87781,A
2-96654-A-47.wav,2,47,airplane,False,96654,A
2-98866-A-47.wav,2,47,airplane,False,98866,A
3-102583-A-49.wav,3,49,hand_saw,False,102583,A
3-102583-B-49.wav,3,49,hand_saw,False,102583,B
3-102583-C-49.wav,3,49,hand_saw,False,102583,C
3-103050-A-19.wav,3,19,thunderstorm,False,103050,A
3-103051-A-19.wav,3,19,thunderstorm,False,103051,A
3-103051-B-19.wav,3,19,thunderstorm,False,103051,B
3-103051-C-19.wav,3,19,thunderstorm,False,103051,C
3-103597-A-25.wav,3,25,footsteps,False,103597,A
3-103598-A-25.wav,3,25,footsteps,False,103598,A
3-103599-A-25.wav,3,25,footsteps,False,103599,A
3-103599-B-25.wav,3,25,footsteps,False,103599,B
3-107123-A-26.wav,3,26,laughing,False,107123,A
3-108451-A-17.wav,3,17,pouring_water,False,108451,A
3-108451-B-17.wav,3,17,pouring_water,False,108451,B
3-110536-A-26.wav,3,26,laughing,False,110536,A
3-111102-A-46.wav,3,46,church_bells,False,111102,A
3-111102-B-46.wav,3,46,church_bells,False,111102,B
3-112397-A-9.wav,3,9,crow,False,112397,A
3-115387-A-47.wav,3,47,airplane,False,115387,A
3-115387-B-47.wav,3,47,airplane,False,115387,B
3-115387-C-47.wav,3,47,airplane,False,115387,C
3-117293-A-9.wav,3,9,crow,False,117293,A
3-117504-A-16.wav,3,16,wind,False,117504,A
3-117504-B-16.wav,3,16,wind,False,117504,B
3-118487-A-26.wav,3,26,laughing,False,118487,A
3-118656-A-41.wav,3,41,chainsaw,True,118656,A
3-118657-A-41.wav,3,41,chainsaw,True,118657,A
3-118657-B-41.wav,3,41,chainsaw,True,118657,B
3-118658-A-41.wav,3,41,chainsaw,True,118658,A
3-118658-B-41.wav,3,41,chainsaw,True,118658,B
3-118972-A-41.wav,3,41,chainsaw,True,118972,A
3-118972-B-41.wav,3,41,chainsaw,True,118972,B
3-119459-A-26.wav,3,26,laughing,False,119459,A
3-121348-A-9.wav,3,9,crow,False,121348,A
3-122110-A-46.wav,3,46,church_bells,False,122110,A
3-123224-A-19.wav,3,19,thunderstorm,False,123224,A
3-124600-A-19.wav,3,19,thunderstorm,False,124600,A
3-124925-A-9.wav,3,9,crow,False,124925,A
3-126113-A-26.wav,3,26,laughing,False,126113,A
3-127874-A-17.wav,3,17,pouring_water,False,127874,A
3-127890-A-9.wav,3,9,crow,False,127890,A
3-127890-B-9.wav,3,9,crow,False,127890,B
3-127890-C-9.wav,3,9,crow,False,127890,C
3-128512-A-47.wav,3,47,airplane,False,128512,A
3-128512-B-47.wav,3,47,airplane,False,128512,B
3-129264-A-9.wav,3,9,crow,False,129264,A
3-132747-A-26.wav,3,26,laughing,False,132747,A
3-132852-A-10.wav,3,10,rain,True,132852,A
3-134699-A-16.wav,3,16,wind,False,134699,A
3-134699-B-16.wav,3,16,wind,False,134699,B
3-134699-C-16.wav,3,16,wind,False,134699,C
3-136288-A-0.wav,3,0,dog,True,136288,A
3-136608-A-16.wav,3,16,wind,False,136608,A
3-139109-A-46.wav,3,46,church_bells,False,139109,A
3-140774-A-10.wav,3,10,rain,True,140774,A
3-142005-A-10.wav,3,10,rain,True,142005,A
3-142006-A-10.wav,3,10,rain,True,142006,A
3-142349-A-17.wav,3,17,pouring_water,False,142349,A
3-143560-A-47.wav,3,47,airplane,False,143560,A
3-143562-A-47.wav,3,47,airplane,False,143562,A
3-143929-A-10.wav,3,10,rain,True,143929,A
3-144028-A-0.wav,3,0,dog,True,144028,A
3-144891-A-19.wav,3,19,thunderstorm,False,144891,A
3-144891-B-19.wav,3,19,thunderstorm,False,144891,B
3-145719-A-17.wav,3,17,pouring_water,False,145719,A
3-146964-A-5.wav,3,5,cat,False,146964,A
3-146965-A-5.wav,3,5,cat,False,146965,A
3-146972-A-5.wav,3,5,cat,False,146972,A
3-149448-A-17.wav,3,17,pouring_water,False,149448,A
3-150979-A-40.wav,3,40,helicopter,True,150979,A
3-150979-B-40.wav,3,40,helicopter,True,150979,B
3-150979-C-40.wav,3,40,helicopter,True,150979,C
3-152912-A-26.wav,3,26,laughing,False,152912,A
3-152997-A-26.wav,3,26,laughing,False,152997,A
3-154439-A-17.wav,3,17,pouring_water,False,154439,A
3-154926-A-40.wav,3,40,helicopter,True,154926,A
3-154926-B-40.wav,3,40,helicopter,True,154926,B
3-155312-A-0.wav,3,0,dog,True,155312,A
3-155577-A-14.wav,3,14,chirping_birds,False,155577,A
3-155578-A-14.wav,3,14,chirping_birds,False,155578,A
3-155579-A-14.wav,3,14,chirping_birds,False,155579,A
3-155583-A-14.wav,3,14,chirping_birds,False,155583,A
3-155584-A-14.wav,3,14,chirping_birds,False,155584,A
3-156581-A-14.wav,3,14,chirping_birds,False,156581,A
3-156581-B-14.wav,3,14,chirping_birds,False,156581,B
3-156907-A-15.wav,3,15,water_drops,False,156907,A
3-157149-A-10.wav,3,10,rain,True,157149,A
3-157487-A-10.wav,3,10,rain,True,157487,A
3-157615-A-10.wav,3,10,rain,True,157615,A
3-157695-A-0.wav,3,0,dog,True,157695,A
3-160119-A-15.wav,3,15,water_drops,False,160119,A
3-161500-A-17.wav,3,17,pouring_water,False,161500,A
3-163459-A-0.wav,3,0,dog,True,163459,A
3-164592-A-15.wav,3,15,water_drops,False,164592,A
3-164593-A-15.wav,3,15,water_drops,False,164593,A
3-164594-A-15.wav,3,15,water_drops,False,164594,A
3-164595-A-15.wav,3,15,water_drops,False,164595,A
3-165856-A-41.wav,3,41,chainsaw,True,165856,A
3-166324-A-15.wav,3,15,water_drops,False,166324,A
3-166326-A-15.wav,3,15,water_drops,False,166326,A
3-170015-A-0.wav,3,0,dog,True,170015,A
3-180256-A-0.wav,3,0,dog,True,180256,A
3-180977-A-0.wav,3,0,dog,True,180977,A
3-181132-A-14.wav,3,14,chirping_birds,False,181132,A
3-193767-A-47.wav,3,47,airplane,False,193767,A
3-208820-A-49.wav,3,49,hand_saw,False,208820,A
3-246513-A-16.wav,3,16,wind,False,246513,A
3-246513-B-16.wav,3,16,wind,False,246513,B
3-249913-A-25.wav,3,25,footsteps,False,249913,A
3-68630-A-40.wav,3,40,helicopter,True,68630,A
3-68630-B-40.wav,3,40,helicopter,True,68630,B
3-68630-C-40.wav,3,40,helicopter,True,68630,C
3-87936-A-46.wav,3,46,church_bells,False,87936,A
3-87936-B-46.wav,3,46,church_bells,False,87936,B
3-94342-A-25.wav,3,25,footsteps,False,94342,A
3-94343-A-25.wav,3,25,footsteps,False,94343,A
3-94344-A-25.wav,3,25,footsteps,False,94344,A
3-95694-A-5.wav,3,5,cat,False,95694,A
3-95695-A-5.wav,3,5,cat,False,95695,A
3-95695-B-5.wav,3,5,cat,False,95695,B
3-95697-A-5.wav,3,5,cat,False,95697,A
3-95698-A-5.wav,3,5,cat,False,95698,A
3-96606-A-49.wav,3,49,hand_saw,False,96606,A
3-96606-B-49.wav,3,49,hand_saw,False,96606,B
3-97909-A-49.wav,3,49,hand_saw,False,97909,A
3-97909-B-49.wav,3,49,hand_saw,False,97909,B
3-98193-A-46.wav,3,46,church_bells,False,98193,A
3-98869-A-46.wav,3,46,church_bells,False,98869,A
4-102844-A-49.wav,4,49,hand_saw,False,102844,A
4-102844-B-49.wav,4,49,hand_saw,False,102844,B
4-102844-C-49.wav,4,49,hand_saw,False,102844,C
4-117627-A-25.wav,4,25,footsteps,False,117627,A
4-117630-A-25.wav,4,25,footsteps,False,117630,A
4-120160-A-5.wav,4,5,cat,False,120160,A
4-125070-A-19.wav,4,19,thunderstorm,False,125070,A
4-125071-A-19.wav,4,19,thunderstorm,False,125071,A
4-125072-A-19.wav,4,19,thunderstorm,False,125072,A
4-125072-B-19.wav,4,19,thunderstorm,False,125072,B
4-125825-A-46.wav,4,46,church_bells,False,125825,A
4-125825-B-46.wav,4,46,church_bells,False,125825,B
4-125929-A-40.wav,4,40,helicopter,True,125929,A
4-132803-A-26.wav,4,26,laughing,False,132803,A
4-132810-A-26.wav,4,26,laughing,False,132810,A
4-132816-A-26.wav,4,26,laughing,False,132816,A
4-133047-A-5.wav,4,5,cat,False,133047,A
4-133047-B-5.wav,4,5,cat,False,133047,B
4-133047-C-5.wav,4,5,cat,False,133047,C
4-133674-A-26.wav,4,26,laughing,False,133674,A
4-136381-A-9.wav,4,9,crow,False,136381,A
4-138344-A-9.wav,4,9,crow,False,138344,A
4-140034-A-46.wav,4,46,church_bells,False,140034,A
4-144083-A-16.wav,4,16,wind,False,144083,A
4-144083-B-16.wav,4,16,wind,False,144083,B
4-144083-C-16.wav,4,16,wind,False,144083,C
4-144085-A-16.wav,4,16,wind,False,144085,A
4-145081-A-9.wav,4,9,crow,False,145081,A
4-147657-A-46.wav,4,46,church_bells,False,147657,A
4-147658-A-46.wav,4,46,church_bells,False,147658,A
4-149294-A-41.wav,4,41,chainsaw,True,149294,A
4-149294-B-41.wav,4,41,chainsaw,True,149294,B
4-149940-A-5.wav,4,5,cat,False,149940,A
4-149940-B-5.wav,4,5,cat,False,149940,B
4-150364-A-46.wav,4,46,church_bells,False,150364,A
4-150364-B-46.wav,4,46,church_bells,False,150364,B
4-155670-A-26.wav,4,26,laughing,False,155670,A
4-156227-A-9.wav,4,9,crow,False,156227,A
4-156827-A-46.wav,4,46,church_bells,False,156827,A
4-156993-A-19.wav,4,19,thunderstorm,False,156993,A
4-157611-A-41.wav,4,41,chainsaw,True,157611,A
4-157611-B-41.wav,4,41,chainsaw,True,157611,B
4-159426-A-9.wav,4,9,crow,False,159426,A
4-159609-A-14.wav,4,14,chirping_birds,False,159609,A
4-159609-B-14.wav,4,14,chirping_birds,False,159609,B
4-160999-A-10.wav,4,10,rain,True,160999,A
4-161099-A-47.wav,4,47,airplane,False,161099,A
4-161099-B-47.wav,4,47,airplane,False,161099,B
4-161100-A-47.wav,4,47,airplane,False,161100,A
4-161103-A-47.wav,4,47,airplane,False,161103,A
4-161105-A-47.wav,4,47,airplane,False,161105,A
4-161105-B-47.wav,4,47,airplane,False,161105,B
4-161127-A-10.wav,4,10,rain,True,161127,A
4-161303-A-5.wav,4,5,cat,False,161303,A
4-161303-B-5.wav,4,5,cat,False,161303,B
4-161519-A-19.wav,4,19,thunderstorm,False,161519,A
4-161579-A-40.wav,4,40,helicopter,True,161579,A
4-161579-B-40.wav,4,40,helicopter,True,161579,B
4-163264-A-10.wav,4,10,rain,True,163264,A
4-163606-A-16.wav,4,16,wind,False,163606,A
4-163608-B-16.wav,4,16,wind,False,163608,B
4-163609-A-16.wav,4,16,wind,False,163609,A
4-163609-B-16.wav,4,16,wind,False,163609,B
4-164206-A-10.wav,4,10,rain,True,164206,A
4-164243-A-26.wav,4,26,laughing,False,164243,A
4-165813-A-19.wav,4,19,thunderstorm,False,165813,A
4-165813-B-19.wav,4,19,thunderstorm,False,165813,B
4-165823-A-41.wav,4,41,chainsaw,True,165823,A
4-165823-B-41.wav,4,41,chainsaw,True,165823,B
4-166661-A-10.wav,4,10,rain,True,166661,A
4-167571-A-26.wav,4,26,laughing,False,167571,A
4-168155-A-15.wav,4,15,water_drops,False,168155,A
4-168868-A-17.wav,4,17,pouring_water,False,168868,A
4-169127-A-41.wav,4,41,chainsaw,True,169127,A
4-169127-B-41.wav,4,41,chainsaw,True,169127,B
4-172377-A-17.wav,4,17,pouring_water,False,172377,A
4-173865-A-9.wav,4,9,crow,False,173865,A
4-173865-B-9.wav,4,9,crow,False,173865,B
4-174797-A-15.wav,4,15,water_drops,False,174797,A
4-175000-A-40.wav,4,40,helicopter,True,175000,A
4-175000-B-40.wav,4,40,helicopter,True,175000,B
4-175000-C-40.wav,4,40,helicopter,True,175000,C
4-177250-A-10.wav,4,10,rain,True,177250,A
4-180380-A-10.wav,4,10,rain,True,180380,A
4-180453-A-17.wav,4,17,pouring_water,False,180453,A
4-181286-A-10.wav,4,10,rain,True,181286,A
4-181599-A-26.wav,4,26,laughing,False,181599,A
4-181628-A-17.wav,4,17,pouring_water,False,181628,A
4-182395-A-0.wav,4,0,dog,True,182395,A
4-182795-A-14.wav,4,14,chirping_birds,False,182795,A
4-182839-A-17.wav,4,17,pouring_water,False,182839,A
4-183992-A-0.wav,4,0,dog,True,183992,A
4-184575-A-0.wav,4,0,dog,True,184575,A
4-186693-A-17.wav,4,17,pouring_water,False,186693,A
4-187384-A-34.wav,4,34,_opening,False,187384,A
4-187504-A-17.wav,4,17,pouring_water,False,187504,A
4-187504-B-17.wav,4,17,pouring_water,False,187504,B
4-187769-A-14.wav,4,14,chirping_birds,False,187769,A
4-187769-B-14.wav,4,14,chirping_birds,False,187769,B
4-188287-A-9.wav,4,9,crow,False,188287,A
4-188293-A-15.wav,4,15,water_drops,False,188293,A
4-188293-B-15.wav,4,15,water_drops,False,188293,B
4-191687-A-0.wav,4,0,dog,True,191687,A
4-192236-A-0.wav,4,0,dog,True,192236,A
4-193480-A-40.wav,4,40,helicopter,True,193480,A
4-193480-B-40.wav,4,40,helicopter,True,193480,B
4-194754-A-0.wav,4,0,dog,True,194754,A
4-194979-A-25.wav,4,25,footsteps,False,194979,A
4-194981-A-25.wav,4,25,footsteps,False,194981,A
4-197871-A-15.wav,4,15,water_drops,False,197871,A
4-198360-A-49.wav,4,49,hand_saw,False,198360,A
4-198360-B-49.wav,4,49,hand_saw,False,198360,B
